Id,Tipo,Especialidad, Puntuacion 
3697,Medico,Ayurveda, 9.3 
3698,Especialista,Dentist, 8.0 
3699,Clinica,Ayurveda, 10.0 
3700,Hospital,Homeopath, 8.0 
3701,ONG,ENT Specialist, 8.0 
3702,Otro,Dentist, 9.9 
3703,Medico,Dentist, 9.5 
3704,Especialista,ENT Specialist, 9.8 
3705,Clinica,Dermatologists, 8.0 
3706,Hospital,Dentist, 10.0 
3707,ONG,Ayurveda, 9.5 
3708,Otro,ENT Specialist, 8.0 
3709,Medico,Dentist, 9.7 
3710,Especialista,Dermatologists, 9.8 
3711,Clinica,Dentist, 8.0 
3712,Hospital,General Medicine, 8.0 
3713,ONG,Ayurveda, 8.6 
3714,Otro,Homeopath, 8.0 
3715,Medico,ENT Specialist, 9.8 
3716,Especialista,Ayurveda, 10.0 
3717,Clinica,Dentist, 8.0 
3718,Hospital,ENT Specialist, 8.0 
3719,ONG,Homeopath, 8.2 
3720,Otro,ENT Specialist, 8.0 
3721,Medico,Dentist, 8.0 
3722,Especialista,Ayurveda, 10.0 
3723,Clinica,Dentist, 9.7 
3724,Hospital,Homeopath, 9.5 
3725,ONG,Homeopath, 8.0 
3726,Otro,Ayurveda, 8.0 
3727,Medico,General Medicine, 8.0 
3728,Especialista,ENT Specialist, 9.4 
3729,Clinica,General Medicine, 8.0 
3730,Hospital,Ayurveda, 8.0 
3731,ONG,Dermatologists, 9.4 
3732,Otro,Dentist, 8.0 
3733,Medico,Dermatologists, 9.4 
3734,Especialista,General Medicine, 9.6 
3735,Clinica,Dentist, 8.0 
3736,Hospital,ENT Specialist, 10.0 
3737,ONG,Dentist, 8.0 
3738,Otro,General Medicine, 10.0 
3739,Medico,Dermatologists, 8.0 
3740,Especialista,Ayurveda, 8.0 
3741,Clinica,Dentist, 8.0 
3742,Hospital,General Medicine, 8.0 
3743,ONG,Dermatologists, 8.0 
3744,Otro,Dermatologists, 10.0 
3745,Medico,General Medicine, 8.0 
3746,Especialista,Dermatologists, 8.0 
3747,Clinica,Ayurveda, 9.9 
3748,Hospital,ENT Specialist, 8.0 
3749,ONG,Homeopath, 8.0 
3750,Otro,ENT Specialist, 8.0 
3751,Medico,ENT Specialist, 8.0 
3752,Especialista,Dermatologists, 8.9 
3753,Clinica,ENT Specialist, 8.0 
3754,Hospital,Homeopath, 8.0 
3755,ONG,ENT Specialist, 10.0 
3756,Otro,Ayurveda, 8.0 
3757,Medico,Dermatologists, 8.0 
3758,Especialista,Dermatologists, 9.8 
3759,Clinica,Dentist, 8.0 
3760,Hospital,Ayurveda, 8.0 
3761,ONG,Homeopath, 8.0 
3762,Otro,Dermatologists, 8.0 
3763,Medico,General Medicine, 8.0 
3764,Especialista,Homeopath, 8.0 
3765,Clinica,Ayurveda, 8.0 
3766,Hospital,ENT Specialist, 8.0 
3767,ONG,Dentist, 0.7 
3768,Otro,Dentist, 8.0 
3769,Medico,General Medicine, 10.0 
3770,Especialista,Ayurveda, 8.0 
3771,Clinica,Dermatologists, 8.0 
3772,Hospital,Dentist, 9.8 
3773,ONG,General Medicine, 9.7 
3774,Otro,Ayurveda, 10.0 
3775,Medico,Dermatologists, 10.0 
3776,Especialista,Dentist, 9.6 
3777,Clinica,Dentist, 9.7 
3778,Hospital,Dentist, 9.9 
3779,ONG,Dermatologists, 9.6 
3780,Otro,Dentist, 9.8 
3781,Medico,Dentist, 10.0 
3782,Especialista,Ayurveda, 8.0 
3783,Clinica,General Medicine, 8.0 
3784,Hospital,Dentist, 7.6 
3785,ONG,General Medicine, 8.0 
3786,Otro,Dermatologists, 8.0 
3787,Medico,General Medicine, 8.0 
3788,Especialista,Dentist, 8.0 
3789,Clinica,Homeopath, 8.0 
3790,Hospital,Dentist, 8.0 
3791,ONG,Dermatologists, 9.9 
3792,Otro,Homeopath, 9.9 
3793,Medico,General Medicine, 8.0 
3794,Especialista,General Medicine, 8.0 
3795,Clinica,General Medicine, 8.0 
3796,Hospital,General Medicine, 8.0 
3797,ONG,Homeopath, 8.0 
3798,Otro,ENT Specialist, 10.0 
3799,Medico,Homeopath, 8.0 
3800,Especialista,Ayurveda, 10.0 
3801,Clinica,Dermatologists, 8.0 
3802,Hospital,General Medicine, 9.6 
3803,ONG,Dermatologists, 8.0 
3804,Otro,Dermatologists, 8.5 
3805,Medico,Homeopath, 8.0 
3806,Especialista,Dermatologists, 8.0 
3807,Clinica,Dentist, 9.0 
3808,Hospital,ENT Specialist, 8.0 
3809,ONG,General Medicine, 10.0 
3810,Otro,Homeopath, 9.2 
3811,Medico,Dentist, 10.0 
3812,Especialista,Dermatologists, 10.0 
3813,Clinica,General Medicine, 9.6 
3814,Hospital,ENT Specialist, 9.4 
3815,ONG,Dentist, 8.0 
3816,Otro,Homeopath, 8.0 
3817,Medico,General Medicine, 8.0 
3818,Especialista,ENT Specialist, 8.0 
3819,Clinica,Dentist, 9.4 
3820,Hospital,General Medicine, 9.9 
3821,ONG,Homeopath, 6.8 
3822,Otro,Ayurveda, 8.0 
3823,Medico,Homeopath, 8.0 
3824,Especialista,General Medicine, 8.0 
3825,Clinica,Ayurveda, 8.0 
3826,Hospital,ENT Specialist, 8.0 
3827,ONG,Dermatologists, 9.9 
3828,Otro,Dermatologists, 9.8 
3829,Medico,Dermatologists, 9.6 
3830,Especialista,Homeopath, 8.8 
3831,Clinica,Dermatologists, 9.7 
3832,Hospital,Dentist, 10.0 
3833,ONG,General Medicine, 10.0 
3834,Otro,ENT Specialist, 9.0 
3835,Medico,General Medicine, 9.5 
3836,Especialista,ENT Specialist, 8.0 
3837,Clinica,Dentist, 8.0 
3838,Hospital,Dermatologists, 8.0 
3839,ONG,Ayurveda, 8.0 
3840,Otro,General Medicine, 8.0 
3841,Medico,ENT Specialist, 9.5 
3842,Especialista,Homeopath, 9.7 
3843,Clinica,General Medicine, 8.0 
3844,Hospital,Homeopath, 9.3 
3845,ONG,Homeopath, 8.0 
3846,Otro,Dentist, 8.0 
3847,Medico,ENT Specialist, 8.0 
3848,Especialista,Ayurveda, 8.0 
3849,Clinica,Dentist, 8.0 
3850,Hospital,Homeopath, 10.0 
3851,ONG,Dentist, 8.0 
3852,Otro,Dermatologists, 10.0 
3853,Medico,Dermatologists, 8.0 
3854,Especialista,ENT Specialist, 8.9 
3855,Clinica,Dentist, 9.0 
3856,Hospital,Ayurveda, 10.0 
3857,ONG,Ayurveda, 8.0 
3858,Otro,Dermatologists, 9.5 
3859,Medico,Homeopath, 9.9 
3860,Especialista,Dentist, 9.7 
3861,Clinica,ENT Specialist, 8.0 
3862,Hospital,Homeopath, 6.4 
3863,ONG,Dermatologists, 8.0 
3864,Otro,General Medicine, 8.5 
3865,Medico,ENT Specialist, 9.4 
3866,Especialista,ENT Specialist, 9.0 
3867,Clinica,General Medicine, 9.5 
3868,Hospital,ENT Specialist, 8.0 
3869,ONG,ENT Specialist, 8.0 
3870,Otro,Dentist, 10.0 
3871,Medico,Ayurveda, 9.9 
3872,Especialista,ENT Specialist, 10.0 
3873,Clinica,Dentist, 8.0 
3874,Hospital,Dentist, 9.8 
3875,ONG,ENT Specialist, 9.9 
3876,Otro,Ayurveda, 8.0 
3877,Medico,General Medicine, 8.0 
3878,Especialista,ENT Specialist, 8.0 
3879,Clinica,ENT Specialist, 8.0 
3880,Hospital,Homeopath, 9.4 
3881,ONG,Dentist, 8.0 
3882,Otro,ENT Specialist, 9.8 
3883,Medico,ENT Specialist, 8.0 
3884,Especialista,ENT Specialist, 8.0 
3885,Clinica,Dentist, 8.0 
3886,Hospital,Dermatologists, 9.5 
3887,ONG,Dermatologists, 8.0 
3888,Otro,ENT Specialist, 8.9 
3889,Medico,General Medicine, 8.0 
3890,Especialista,Dentist, 8.0 
3891,Clinica,Ayurveda, 9.6 
3892,Hospital,Dentist, 10.0 
3893,ONG,Ayurveda, 8.0 
3894,Otro,General Medicine, 10.0 
3895,Medico,Dermatologists, 8.0 
3896,Especialista,Dentist, 10.0 
3897,Clinica,Dentist, 8.0 
3898,Hospital,Dermatologists, 9.5 
3899,ONG,Dentist, 8.0 
3900,Otro,General Medicine, 10.0 
3901,Medico,General Medicine, 8.0 
3902,Especialista,Homeopath, 8.3 
3903,Clinica,Homeopath, 9.6 
3904,Hospital,Dermatologists, 9.7 
3905,ONG,ENT Specialist, 9.8 
3906,Otro,Homeopath, 9.4 
3907,Medico,General Medicine, 8.0 
3908,Especialista,Dentist, 8.0 
3909,Clinica,Homeopath, 10.0 
3910,Hospital,General Medicine, 8.0 
3911,ONG,General Medicine, 8.0 
3912,Otro,Ayurveda, 8.0 
3913,Medico,Dentist, 8.0 
3914,Especialista,Dermatologists, 8.0 
3915,Clinica,Ayurveda, 9.6 
3916,Hospital,Dentist, 8.0 
3917,ONG,Ayurveda, 9.6 
3918,Otro,ENT Specialist, 8.0 
3919,Medico,General Medicine, 8.0 
3920,Especialista,General Medicine, 9.7 
3921,Clinica,ENT Specialist, 8.0 
3922,Hospital,General Medicine, 9.5 
3923,ONG,Homeopath, 8.0 
3924,Otro,Dentist, 9.8 
3925,Medico,Dentist, 10.0 
3926,Especialista,Dentist, 10.0 
3927,Clinica,Dermatologists, 9.8 
3928,Hospital,Dentist, 9.5 
3929,ONG,Ayurveda, 9.7 
3930,Otro,ENT Specialist, 10.0 
3931,Medico,Dentist, 8.0 
3932,Especialista,Dermatologists, 9.4 
3933,Clinica,Dermatologists, 8.0 
3934,Hospital,General Medicine, 8.0 
3935,ONG,ENT Specialist, 9.6 
3936,Otro,Dermatologists, 8.0 
3937,Medico,General Medicine, 8.0 
3938,Especialista,ENT Specialist, 8.0 
3939,Clinica,Ayurveda, 10.0 
3940,Hospital,Ayurveda, 8.0 
3941,ONG,Dentist, 8.0 
3942,Otro,ENT Specialist, 8.0 
3943,Medico,Dermatologists, 8.8 
3944,Especialista,General Medicine, 9.6 
3945,Clinica,Dentist, 9.5 
3946,Hospital,Homeopath, 9.2 
3947,ONG,ENT Specialist, 10.0 
3948,Otro,Homeopath, 8.0 
3949,Medico,Dermatologists, 8.0 
3950,Especialista,General Medicine, 9.8 
3951,Clinica,Dentist, 9.5 
3952,Hospital,Homeopath, 9.9 
3953,ONG,Dentist, 8.0 
3954,Otro,Ayurveda, 9.6 
3955,Medico,Homeopath, 8.0 
3956,Especialista,Dentist, 8.0 
3957,Clinica,ENT Specialist, 8.0 
3958,Hospital,Dermatologists, 8.6 
3959,ONG,ENT Specialist, 9.2 
3960,Otro,General Medicine, 10.0 
3961,Medico,Dentist, 8.0 
3962,Especialista,General Medicine, 10.0 
3963,Clinica,Dentist, 8.0 
3964,Hospital,ENT Specialist, 10.0 
3965,ONG,ENT Specialist, 9.0 
3966,Otro,ENT Specialist, 10.0 
3967,Medico,General Medicine, 9.0 
3968,Especialista,General Medicine, 8.0 
3969,Clinica,General Medicine, 8.0 
3970,Hospital,Ayurveda, 8.0 
3971,ONG,Dentist, 8.0 
3972,Otro,Dermatologists, 9.9 
3973,Medico,Dentist, 10.0 
3974,Especialista,General Medicine, 8.0 
3975,Clinica,Dentist, 8.0 
3976,Hospital,General Medicine, 10.0 
3977,ONG,General Medicine, 8.9 
3978,Otro,Homeopath, 8.0 
3979,Medico,Dentist, 8.0 
3980,Especialista,Dentist, 8.0 
3981,Clinica,General Medicine, 8.0 
3982,Hospital,General Medicine, 8.0 
3983,ONG,Homeopath, 8.0 
3984,Otro,Dentist, 10.0 
3985,Medico,Homeopath, 8.0 
3986,Especialista,Homeopath, 10.0 
3987,Clinica,Dentist, 8.0 
3988,Hospital,Homeopath, 9.8 
3989,ONG,Ayurveda, 9.5 
3990,Otro,Dermatologists, 9.9 
3991,Medico,General Medicine, 8.0 
3992,Especialista,Ayurveda, 8.0 
3993,Clinica,General Medicine, 8.0 
3994,Hospital,Dentist, 10.0 
3995,ONG,Dentist, 10.0 
3996,Otro,Homeopath, 10.0 
3997,Medico,Ayurveda, 8.0 
3998,Especialista,Dermatologists, 8.0 
3999,Clinica,Dentist, 8.0 
4000,Hospital,Dentist, 8.0 
4001,ONG,Dentist, 9.3 
4002,Otro,ENT Specialist, 8.0 
4003,Medico,Ayurveda, 9.5 
4004,Especialista,Dermatologists, 8.0 
4005,Clinica,Dentist, 8.0 
4006,Hospital,General Medicine, 8.0 
4007,ONG,ENT Specialist, 8.0 
4008,Otro,General Medicine, 8.9 
4009,Medico,Homeopath, 9.3 
4010,Especialista,ENT Specialist, 8.0 
4011,Clinica,Ayurveda, 8.0 
4012,Hospital,Dentist, 8.7 
4013,ONG,Dermatologists, 9.6 
4014,Otro,General Medicine, 8.0 
4015,Medico,Dermatologists, 8.0 
4016,Especialista,ENT Specialist, 9.3 
4017,Clinica,Homeopath, 8.0 
4018,Hospital,Ayurveda, 10.0 
4019,ONG,Dermatologists, 8.0 
4020,Otro,Dermatologists, 10.0 
4021,Medico,General Medicine, 9.8 
4022,Especialista,Dermatologists, 8.0 
4023,Clinica,Dentist, 9.4 
4024,Hospital,Homeopath, 9.9 
4025,ONG,Homeopath, 8.0 
4026,Otro,General Medicine, 8.0 
4027,Medico,Dentist, 8.0 
4028,Especialista,Ayurveda, 9.8 
4029,Clinica,Dentist, 10.0 
4030,Hospital,Ayurveda, 9.6 
4031,ONG,General Medicine, 9.7 
4032,Otro,ENT Specialist, 8.0 
4033,Medico,Homeopath, 8.0 
4034,Especialista,Homeopath, 10.0 
4035,Clinica,General Medicine, 8.0 
4036,Hospital,Dentist, 9.9 
4037,ONG,ENT Specialist, 8.0 
4038,Otro,Homeopath, 8.0 
4039,Medico,General Medicine, 9.7 
4040,Especialista,General Medicine, 8.0 
4041,Clinica,ENT Specialist, 8.0 
4042,Hospital,General Medicine, 8.0 
4043,ONG,ENT Specialist, 9.5 
4044,Otro,Homeopath, 8.0 
4045,Medico,ENT Specialist, 8.0 
4046,Especialista,Ayurveda, 8.0 
4047,Clinica,ENT Specialist, 8.0 
4048,Hospital,Dentist, 9.0 
4049,ONG,General Medicine, 8.0 
4050,Otro,General Medicine, 8.0 
4051,Medico,Ayurveda, 8.0 
4052,Especialista,Dermatologists, 8.0 
4053,Clinica,Dentist, 7.9 
4054,Hospital,Ayurveda, 9.6 
4055,ONG,ENT Specialist, 8.0 
4056,Otro,General Medicine, 7.8 
4057,Medico,General Medicine, 8.0 
4058,Especialista,Dermatologists, 8.0 
4059,Clinica,Homeopath, 0.7 
4060,Hospital,General Medicine, 8.0 
4061,ONG,Dermatologists, 84.0 
4062,Otro,General Medicine, 8.0 
4063,Medico,Homeopath, 9.2 
4064,Especialista,General Medicine, 8.0 
4065,Clinica,Homeopath, 8.0 
4066,Hospital,Dentist, 9.2 
4067,ONG,Dentist, 9.9 
4068,Otro,Dermatologists, 8.0 
4069,Medico,Dermatologists, 10.0 
4070,Especialista,Homeopath, 8.0 
4071,Clinica,ENT Specialist, 9.6 
4072,Hospital,ENT Specialist, 8.9 
4073,ONG,Homeopath, 8.0 
4074,Otro,Dentist, 8.0 
4075,Medico,Dentist, 8.0 
4076,Especialista,Homeopath, 9.5 
4077,Clinica,General Medicine, 9.6 
4078,Hospital,Ayurveda, 8.0 
4079,ONG,General Medicine, 8.0 
4080,Otro,Dentist, 8.0 
4081,Medico,Ayurveda, 10.0 
4082,Especialista,Dentist, 8.0 
4083,Clinica,Ayurveda, 9.8 
4084,Hospital,Dentist, 8.0 
4085,ONG,General Medicine, 9.9 
4086,Otro,Homeopath, 9.5 
4087,Medico,ENT Specialist, 10.0 
4088,Especialista,Dermatologists, 9.5 
4089,Clinica,ENT Specialist, 8.0 
4090,Hospital,Dentist, 8.7 
4091,ONG,Dermatologists, 8.0 
4092,Otro,Dentist, 8.9 
4093,Medico,Dermatologists, 8.0 
4094,Especialista,Dentist, 9.6 
4095,Clinica,Dermatologists, 9.7 
4096,Hospital,Dentist, 9.2 
4097,ONG,Dermatologists, 10.0 
4098,Otro,General Medicine, 9.0 
4099,Medico,General Medicine, 8.0 
4100,Especialista,General Medicine, 8.0 
4101,Clinica,Ayurveda, 8.0 
4102,Hospital,General Medicine, 8.0 
4103,ONG,Dentist, 8.0 
4104,Otro,General Medicine, 9.6 
4105,Medico,Dentist, 8.0 
4106,Especialista,Ayurveda, 8.6 
4107,Clinica,Ayurveda, 8.0 
4108,Hospital,Dermatologists, 8.8 
4109,ONG,Homeopath, 8.0 
4110,Otro,Dermatologists, 8.0 
4111,Medico,Dentist, 9.6 
4112,Especialista,Dentist, 8.0 
4113,Clinica,Dentist, 8.0 
4114,Hospital,Dentist, 9.6 
4115,ONG,Dentist, 10.0 
4116,Otro,Ayurveda, 9.8 
4117,Medico,Homeopath, 8.0 
4118,Especialista,Ayurveda, 8.0 
4119,Clinica,Dentist, 8.0 
4120,Hospital,Homeopath, 9.9 
4121,ONG,Ayurveda, 8.0 
4122,Otro,ENT Specialist, 8.0 
4123,Medico,General Medicine, 8.0 
4124,Especialista,ENT Specialist, 8.0 
4125,Clinica,ENT Specialist, 8.0 
4126,Hospital,Dermatologists, 9.0 
4127,ONG,Ayurveda, 8.9 
4128,Otro,Dermatologists, 8.0 
4129,Medico,ENT Specialist, 8.0 
4130,Especialista,ENT Specialist, 8.0 
4131,Clinica,General Medicine, 8.8 
4132,Hospital,Dentist, 10.0 
4133,ONG,Homeopath, 9.7 
4134,Otro,Ayurveda, 8.0 
4135,Medico,ENT Specialist, 8.0 
4136,Especialista,Dentist, 0.7 
4137,Clinica,Dentist, 9.6 
4138,Hospital,General Medicine, 8.0 
4139,ONG,Dentist, 8.0 
4140,Otro,Homeopath, 8.0 
4141,Medico,Dermatologists, 8.0 
4142,Especialista,Ayurveda, 8.0 
4143,Clinica,Ayurveda, 9.5 
4144,Hospital,Ayurveda, 8.0 
4145,ONG,General Medicine, 8.0 
4146,Otro,Homeopath, 9.0 
4147,Medico,Dentist, 8.0 
4148,Especialista,ENT Specialist, 10.0 
4149,Clinica,Dermatologists, 10.0 
4150,Hospital,Homeopath, 8.0 
4151,ONG,Dentist, 8.0 
4152,Otro,Dermatologists, 9.7 
4153,Medico,Homeopath, 8.0 
4154,Especialista,Homeopath, 10.0 
4155,Clinica,General Medicine, 8.0 
4156,Hospital,Dentist, 9.2 
4157,ONG,General Medicine, 9.9 
4158,Otro,Ayurveda, 8.0 
4159,Medico,Dentist, 8.0 
4160,Especialista,ENT Specialist, 9.8 
4161,Clinica,Ayurveda, 8.5 
4162,Hospital,Dermatologists, 8.0 
4163,ONG,Dermatologists, 10.0 
4164,Otro,General Medicine, 8.0 
4165,Medico,Dentist, 10.0 
4166,Especialista,General Medicine, 9.9 
4167,Clinica,Ayurveda, 8.0 
4168,Hospital,Ayurveda, 8.0 
4169,ONG,Dermatologists, 9.8 
4170,Otro,Dentist, 8.3 
4171,Medico,Dentist, 9.6 
4172,Especialista,General Medicine, 9.8 
4173,Clinica,General Medicine, 8.0 
4174,Hospital,General Medicine, 8.0 
4175,ONG,Dentist, 7.6 
4176,Otro,General Medicine, 8.0 
4177,Medico,General Medicine, 8.0 
4178,Especialista,Dentist, 8.0 
4179,Clinica,General Medicine, 8.0 
4180,Hospital,Dermatologists, 8.0 
4181,ONG,General Medicine, 9.9 
4182,Otro,Dermatologists, 8.0 
4183,Medico,ENT Specialist, 8.7 
4184,Especialista,General Medicine, 9.7 
4185,Clinica,Ayurveda, 8.0 
4186,Hospital,Homeopath, 8.0 
4187,ONG,Homeopath, 9.7 
4188,Otro,Dentist, 8.0 
4189,Medico,General Medicine, 9.8 
4190,Especialista,Ayurveda, 8.8 
4191,Clinica,Dermatologists, 8.0 
4192,Hospital,General Medicine, 10.0 
4193,ONG,Dentist, 8.0 
4194,Otro,Dentist, 8.0 
4195,Medico,Homeopath, 8.0 
4196,Especialista,Homeopath, 8.0 
4197,Clinica,Dentist, 8.0 
4198,Hospital,Homeopath, 8.0 
4199,ONG,Dermatologists, 9.6 
4200,Otro,Ayurveda, 8.0 
4201,Medico,ENT Specialist, 8.0 
4202,Especialista,General Medicine, 8.0 
4203,Clinica,Ayurveda, 9.9 
4204,Hospital,General Medicine, 8.0 
4205,ONG,Ayurveda, 8.0 
4206,Otro,Dermatologists, 9.7 
4207,Medico,Ayurveda, 8.0 
4208,Especialista,Ayurveda, 9.6 
4209,Clinica,Ayurveda, 8.0 
4210,Hospital,ENT Specialist, 8.0 
4211,ONG,General Medicine, 9.3 
4212,Otro,General Medicine, 8.0 
4213,Medico,Dentist, 7.6 
4214,Especialista,Dermatologists, 9.8 
4215,Clinica,ENT Specialist, 9.5 
4216,Hospital,General Medicine, 9.7 
4217,ONG,Dermatologists, 8.0 
4218,Otro,Dermatologists, 8.0 
4219,Medico,ENT Specialist, 8.5 
4220,Especialista,ENT Specialist, 0.7 
4221,Clinica,ENT Specialist, 9.6 
4222,Hospital,Ayurveda, 8.0 
4223,ONG,General Medicine, 8.0 
4224,Otro,Dentist, 8.0 
4225,Medico,Dermatologists, 8.0 
4226,Especialista,General Medicine, 8.0 
4227,Clinica,Homeopath, 9.6 
4228,Hospital,General Medicine, 9.0 
4229,ONG,Dentist, 9.9 
4230,Otro,Dermatologists, 9.9 
4231,Medico,Ayurveda, 8.0 
4232,Especialista,Ayurveda, 8.0 
4233,Clinica,General Medicine, 9.3 
4234,Hospital,Dermatologists, 8.0 
4235,ONG,General Medicine, 8.0 
4236,Otro,ENT Specialist, 8.0 
4237,Medico,Dermatologists, 8.0 
4238,Especialista,Dermatologists, 9.8 
4239,Clinica,Homeopath, 8.0 
4240,Hospital,ENT Specialist, 8.0 
4241,ONG,Dentist, 8.0 
4242,Otro,Dermatologists, 8.0 
4243,Medico,Dentist, 10.0 
4244,Especialista,Ayurveda, 8.0 
4245,Clinica,Homeopath, 8.0 
4246,Hospital,General Medicine, 9.7 
4247,ONG,Homeopath, 9.5 
4248,Otro,Homeopath, 8.0 
4249,Medico,Dentist, 8.0 
4250,Especialista,Dermatologists, 9.5 
4251,Clinica,General Medicine, 9.7 
4252,Hospital,General Medicine, 9.6 
4253,ONG,Dermatologists, 8.0 
4254,Otro,Dentist, 9.2 
4255,Medico,General Medicine, 9.6 
4256,Especialista,Ayurveda, 8.0 
4257,Clinica,General Medicine, 8.0 
4258,Hospital,Dentist, 8.0 
4259,ONG,Dentist, 10.0 
4260,Otro,Ayurveda, 8.0 
4261,Medico,Dermatologists, 10.0 
4262,Especialista,Dentist, 9.8 
4263,Clinica,Homeopath, 9.7 
4264,Hospital,Dermatologists, 10.0 
4265,ONG,General Medicine, 8.0 
4266,Otro,General Medicine, 8.0 
4267,Medico,Homeopath, 9.8 
4268,Especialista,Dentist, 9.5 
4269,Clinica,General Medicine, 9.8 
4270,Hospital,ENT Specialist, 8.0 
4271,ONG,Ayurveda, 9.0 
4272,Otro,Dentist, 8.0 
4273,Medico,Homeopath, 8.0 
4274,Especialista,General Medicine, 8.0 
4275,Clinica,Homeopath, 8.0 
4276,Hospital,Dermatologists, 9.2 
4277,ONG,Dermatologists, 8.0 
4278,Otro,General Medicine, 8.0 
4279,Medico,Dentist, 8.0 
4280,Especialista,Dermatologists, 8.0 
4281,Clinica,Ayurveda, 8.0 
4282,Hospital,Dermatologists, 8.0 
4283,ONG,Homeopath, 8.0 
4284,Otro,Dermatologists, 8.0 
4285,Medico,General Medicine, 9.5 
4286,Especialista,Dentist, 8.0 
4287,Clinica,Dentist, 8.0 
4288,Hospital,Homeopath, 8.0 
4289,ONG,Homeopath, 8.0 
4290,Otro,Ayurveda, 10.0 
4291,Medico,Homeopath, 8.0 
4292,Especialista,Dermatologists, 8.0 
4293,Clinica,Dermatologists, 10.0 
4294,Hospital,General Medicine, 8.0 
4295,ONG,ENT Specialist, 8.0 
4296,Otro,Dermatologists, 9.0 
4297,Medico,General Medicine, 9.0 
4298,Especialista,Dentist, 8.0 
4299,Clinica,Dentist, 9.9 
4300,Hospital,ENT Specialist, 9.7 
4301,ONG,ENT Specialist, 8.0 
4302,Otro,ENT Specialist, 8.0 
4303,Medico,Ayurveda, 8.0 
4304,Especialista,Ayurveda, 8.0 
4305,Clinica,Homeopath, 8.0 
4306,Hospital,Dentist, 8.9 
4307,ONG,General Medicine, 10.0 
4308,Otro,Dermatologists, 8.0 
4309,Medico,ENT Specialist, 9.9 
4310,Especialista,Homeopath, 9.8 
4311,Clinica,ENT Specialist, 8.0 
4312,Hospital,General Medicine, 9.0 
4313,ONG,ENT Specialist, 8.0 
4314,Otro,Dentist, 9.6 
4315,Medico,Dermatologists, 8.0 
4316,Especialista,Dermatologists, 8.0 
4317,Clinica,General Medicine, 9.0 
4318,Hospital,Dermatologists, 8.0 
4319,ONG,Dentist, 9.9 
4320,Otro,Dermatologists, 10.0 
4321,Medico,Homeopath, 8.0 
4322,Especialista,Homeopath, 8.0 
4323,Clinica,Dermatologists, 10.0 
4324,Hospital,Dentist, 10.0 
4325,ONG,Dentist, 8.0 
4326,Otro,Dermatologists, 9.8 
4327,Medico,Dentist, 9.8 
4328,Especialista,ENT Specialist, 9.0 
4329,Clinica,Dentist, 8.0 
4330,Hospital,Dentist, 8.0 
4331,ONG,Ayurveda, 9.9 
4332,Otro,Dermatologists, 8.0 
4333,Medico,ENT Specialist, 8.0 
4334,Especialista,Dermatologists, 8.0 
4335,Clinica,Dentist, 9.6 
4336,Hospital,Homeopath, 9.4 
4337,ONG,General Medicine, 8.0 
4338,Otro,Homeopath, 10.0 
4339,Medico,General Medicine, 8.0 
4340,Especialista,Ayurveda, 8.0 
4341,Clinica,Homeopath, 8.0 
4342,Hospital,Ayurveda, 8.0 
4343,ONG,ENT Specialist, 8.0 
4344,Otro,General Medicine, 8.0 
4345,Medico,General Medicine, 8.0 
4346,Especialista,General Medicine, 8.0 
4347,Clinica,Homeopath, 8.0 
4348,Hospital,Dermatologists, 9.6 
4349,ONG,General Medicine, 8.0 
4350,Otro,Dentist, 8.0 
4351,Medico,Ayurveda, 8.0 
4352,Especialista,Dentist, 9.6 
4353,Clinica,ENT Specialist, 10.0 
4354,Hospital,Ayurveda, 8.0 
4355,ONG,Dentist, 8.0 
4356,Otro,Dentist, 10.0 
4357,Medico,Dermatologists, 9.9 
4358,Especialista,General Medicine, 8.0 
4359,Clinica,Dentist, 8.0 
4360,Hospital,General Medicine, 9.9 
4361,ONG,Dermatologists, 9.0 
4362,Otro,Dermatologists, 9.0 
4363,Medico,Homeopath, 9.7 
4364,Especialista,ENT Specialist, 8.0 
4365,Clinica,Dermatologists, 8.0 
4366,Hospital,General Medicine, 8.7 
4367,ONG,Ayurveda, 8.0 
4368,Otro,Dermatologists, 9.5 
4369,Medico,Dentist, 9.5 
4370,Especialista,Dermatologists, 9.9 
4371,Clinica,General Medicine, 9.3 
4372,Hospital,General Medicine, 8.0 
4373,ONG,Ayurveda, 8.0 
4374,Otro,General Medicine, 9.7 
4375,Medico,General Medicine, 8.0 
4376,Especialista,General Medicine, 8.0 
4377,Clinica,Dermatologists, 8.0 
4378,Hospital,Dermatologists, 8.0 
4379,ONG,General Medicine, 8.0 
4380,Otro,Dermatologists, 8.0 
4381,Medico,ENT Specialist, 10.0 
4382,Especialista,General Medicine, 8.5 
4383,Clinica,General Medicine, 9.8 
4384,Hospital,ENT Specialist, 8.0 
4385,ONG,Dermatologists, 8.8 
4386,Otro,Ayurveda, 9.5 
4387,Medico,General Medicine, 8.0 
4388,Especialista,Dentist, 9.7 
4389,Clinica,Dentist, 8.0 
4390,Hospital,ENT Specialist, 8.0 
4391,ONG,Dentist, 8.0 
4392,Otro,Dermatologists, 8.0 
4393,Medico,Dentist, 8.5 
4394,Especialista,General Medicine, 8.0 
4395,Clinica,Homeopath, 10.0 
4396,Hospital,Ayurveda, 10.0 
4397,ONG,General Medicine, 8.0 
4398,Otro,ENT Specialist, 8.0 
4399,Medico,Dermatologists, 9.3 
