Id,Tipo,Edad,Sexo,Especialidad,Pacientes,Casos
3717,Clinica,54,H,Dentist,500,534
3718,Hospital,30,H,ENT Specialist,1000,102
3719,ONG,60,H,Homeopath,300,5910
3720,Otro,59,H,ENT Specialist,500,1024
3721,Medico,46,H,Dentist,400,107
3722,Especialista,58,H,Ayurveda,200,10108
3723,Clinica,58,H,Dentist,350,264
3724,Hospital,63,H,Homeopath,500,10710
3725,ONG,58,H,Homeopath,1000,325
3726,Otro,37,H,Ayurveda,750,299
3727,Medico,69,H,General Medicine,200,1066
3728,Especialista,37,H,ENT Specialist,300,315
3729,Clinica,45,H,General Medicine,800,36
3730,Hospital,36,H,Ayurveda,50,343
3731,ONG,63,H,Dermatologists,1050,10106
3732,Otro,38,H,Dentist,500,353
3733,Medico,59,H,Dermatologists,1050,516
3734,Especialista,44,H,General Medicine,450,389
3735,Clinica,36,H,Dentist,600,586
3736,Hospital,54,H,ENT Specialist,1050,456
3737,ONG,60,H,Dentist,200,518
3738,Otro,57,H,General Medicine,200,436
3739,Medico,34,H,Dermatologists,200,453
3740,Especialista,31,H,Ayurveda,500,1037
3741,Clinica,47,H,Dentist,50,345
3742,Hospital,63,H,General Medicine,800,277
3743,ONG,47,H,Dermatologists,500,86
3744,Otro,69,H,Dermatologists,500,1054
3745,Medico,68,H,General Medicine,1000,543
3746,Especialista,61,H,Dermatologists,1000,568
3747,Clinica,55,H,Ayurveda,300,1074
3748,Hospital,57,H,ENT Specialist,1000,1090
3749,ONG,46,H,Homeopath,200,500
3750,Otro,57,H,ENT Specialist,200,293
3751,Medico,46,H,ENT Specialist,1000,517
3752,Especialista,67,H,Dermatologists,500,270
3753,Clinica,67,H,ENT Specialist,300,285
3754,Hospital,43,H,Homeopath,1050,228
3755,ONG,67,H,ENT Specialist,300,1060
3756,Otro,64,H,Ayurveda,550,519
3757,Medico,50,H,Dermatologists,60,1094
3758,Especialista,35,H,Dermatologists,400,452
3759,Clinica,31,H,Dentist,300,598
3760,Hospital,64,H,Ayurveda,200,520
3761,ONG,58,H,Homeopath,1000,106
3762,Otro,59,H,Dermatologists,300,365
3763,Medico,30,H,General Medicine,500,533
3764,Especialista,57,H,Homeopath,1000,503
3765,Clinica,55,H,Ayurveda,200,1049
3766,Hospital,65,H,ENT Specialist,200,43
3767,ONG,67,H,Dentist,1000,252
3768,Otro,46,H,Dentist,200,356
3769,Medico,39,H,General Medicine,200,80
3770,Especialista,43,H,Ayurveda,1000,525
3771,Clinica,67,H,Dermatologists,200,347
3772,Hospital,32,H,Dentist,200,387
3773,ONG,34,H,General Medicine,300,260
3774,Otro,51,H,Ayurveda,200,336
3775,Medico,50,H,Dermatologists,350,361
3776,Especialista,55,H,Dentist,500,277
3777,Clinica,65,H,Dentist,200,217
3778,Hospital,47,H,Dentist,200,436
3779,ONG,32,H,Dermatologists,1000,557
3780,Otro,42,H,Dentist,300,215
3781,Medico,38,H,Dentist,300,9
3782,Especialista,44,H,Ayurveda,1000,453
3783,Clinica,69,H,General Medicine,1050,100
3784,Hospital,50,H,Dentist,1000,1031
3785,ONG,63,H,General Medicine,1000,321
3786,Otro,65,H,Dermatologists,500,1087
3787,Medico,49,H,General Medicine,600,78
3788,Especialista,36,H,Dentist,200,588
3789,Clinica,38,H,Homeopath,300,84
3790,Hospital,39,H,Dentist,1000,444
3791,ONG,53,H,Dermatologists,200,566
3792,Otro,44,H,Homeopath,750,207
3793,Medico,52,H,General Medicine,500,268
3794,Especialista,49,H,General Medicine,600,222
3795,Clinica,36,H,General Medicine,200,363
3796,Hospital,60,H,General Medicine,500,1033
3797,ONG,60,H,Homeopath,200,552
3798,Otro,60,H,ENT Specialist,300,419
3799,Medico,49,H,Homeopath,300,470
3800,Especialista,44,H,Ayurveda,300,314
3801,Clinica,52,H,Dermatologists,300,582
3802,Hospital,43,H,General Medicine,1000,40
3803,ONG,50,H,Dermatologists,200,445
3804,Otro,65,H,Dermatologists,500,560
3805,Medico,51,H,Homeopath,1000,2110
3806,Especialista,62,H,Dermatologists,300,515
3807,Clinica,49,H,Dentist,1050,492
3808,Hospital,39,H,ENT Specialist,500,1005
3809,ONG,57,H,General Medicine,500,550
3810,Otro,64,H,Homeopath,1000,277
3811,Medico,40,H,Dentist,300,556
3812,Especialista,66,H,Dermatologists,500,55
3813,Clinica,66,H,General Medicine,500,445
3814,Hospital,38,H,ENT Specialist,1000,1072
3815,ONG,37,H,Dentist,200,265
3816,Otro,60,H,Homeopath,200,303
3817,Medico,36,H,General Medicine,250,579
3818,Especialista,57,H,ENT Specialist,1000,1074
3819,Clinica,33,H,Dentist,400,570
3820,Hospital,62,H,General Medicine,300,306
3821,ONG,38,H,Homeopath,500,508
3822,Otro,65,H,Ayurveda,1000,438
3823,Medico,66,H,Homeopath,50,22
3824,Especialista,45,H,General Medicine,500,270
3825,Clinica,49,H,Ayurveda,500,484
3826,Hospital,45,H,ENT Specialist,1000,469
3827,ONG,45,H,Dermatologists,1000,412
3828,Otro,40,H,Dermatologists,500,503
3829,Medico,58,H,Dermatologists,500,240
3830,Especialista,69,H,Homeopath,300,456
3831,Clinica,70,H,Dermatologists,300,446
3832,Hospital,53,H,Dentist,1000,440
3833,ONG,60,H,General Medicine,200,1005
3834,Otro,66,H,ENT Specialist,500,238
3835,Medico,41,H,General Medicine,450,467
3836,Especialista,66,H,ENT Specialist,250,324
3837,Clinica,37,H,Dentist,250,237
3838,Hospital,42,H,Dermatologists,300,453
3839,ONG,64,H,Ayurveda,1000,47
3840,Otro,63,H,General Medicine,350,1022
3841,Medico,47,H,ENT Specialist,250,305
3842,Especialista,39,H,Homeopath,500,337
3843,Clinica,44,H,General Medicine,1000,476
3844,Hospital,48,H,Homeopath,250,297
3845,ONG,57,H,Homeopath,1000,473
3846,Otro,38,H,Dentist,400,305
3847,Medico,44,H,ENT Specialist,1000,1003
3848,Especialista,60,H,Ayurveda,1050,366
3849,Clinica,54,H,Dentist,1000,422
3850,Hospital,39,H,Homeopath,500,399
3851,ONG,70,H,Dentist,1000,252
3852,Otro,63,H,Dermatologists,200,1031
3853,Medico,32,H,Dermatologists,400,104
3854,Especialista,55,H,ENT Specialist,800,1077
3855,Clinica,35,H,Dentist,1000,364
3856,Hospital,49,H,Ayurveda,1000,247
3857,ONG,59,H,Ayurveda,250,373
3858,Otro,40,H,Dermatologists,250,1051
3859,Medico,42,H,Homeopath,500,46
3860,Especialista,53,H,Dentist,350,243
3861,Clinica,53,H,ENT Specialist,1000,542
3862,Hospital,44,H,Homeopath,500,324
3863,ONG,58,H,Dermatologists,300,432
3864,Otro,32,H,General Medicine,400,366
3865,Medico,68,H,ENT Specialist,200,1090
3866,Especialista,52,H,ENT Specialist,1000,529
3867,Clinica,49,H,General Medicine,600,1021
3868,Hospital,39,H,ENT Specialist,250,1022
3869,ONG,44,H,ENT Specialist,600,596
3870,Otro,37,H,Dentist,400,1022
3871,Medico,61,H,Ayurveda,1000,5110
3872,Especialista,40,H,ENT Specialist,300,20
3873,Clinica,32,H,Dentist,600,247
3874,Hospital,35,H,Dentist,200,269
3875,ONG,34,H,ENT Specialist,1000,546
3876,Otro,69,H,Ayurveda,500,358
3877,Medico,53,H,General Medicine,300,910
3878,Especialista,49,H,ENT Specialist,200,1082
3879,Clinica,39,H,ENT Specialist,1000,1060
3880,Hospital,59,H,Homeopath,1000,3
3881,ONG,56,H,Dentist,300,59
3882,Otro,39,H,ENT Specialist,300,598
3883,Medico,46,H,ENT Specialist,200,460
3884,Especialista,50,H,ENT Specialist,1000,427
3885,Clinica,50,H,Dentist,550,355
3886,Hospital,65,H,Dermatologists,500,461
3887,ONG,48,H,Dermatologists,200,286
3888,Otro,59,H,ENT Specialist,600,378
3889,Medico,41,H,General Medicine,300,69
3890,Especialista,35,H,Dentist,250,1043
3891,Clinica,34,H,Ayurveda,1000,584
3892,Hospital,44,H,Dentist,1000,374
3893,ONG,45,H,Ayurveda,200,68
3894,Otro,37,H,General Medicine,500,356
3895,Medico,45,H,Dermatologists,800,395
3896,Especialista,64,H,Dentist,800,457
3897,Clinica,32,H,Dentist,300,87
3898,Hospital,68,H,Dermatologists,300,498
3899,ONG,36,H,Dentist,500,385
3900,Otro,31,H,General Medicine,200,1030
3901,Medico,40,H,General Medicine,600,37
3902,Especialista,31,H,Homeopath,300,53
3903,Clinica,39,H,Homeopath,300,1009
3904,Hospital,59,H,Dermatologists,500,403
3905,ONG,45,H,ENT Specialist,700,1059
3906,Otro,59,H,Homeopath,400,225
3907,Medico,57,H,General Medicine,500,229
3908,Especialista,47,H,Dentist,500,306
3909,Clinica,45,H,Homeopath,300,348
3910,Hospital,60,H,General Medicine,450,434
3911,ONG,56,H,General Medicine,200,415
3912,Otro,61,H,Ayurveda,1000,10106
3913,Medico,46,H,Dentist,1000,412
3914,Especialista,45,H,Dermatologists,1000,440
3915,Clinica,60,H,Ayurveda,300,207
3916,Hospital,52,H,Dentist,1000,247
3917,ONG,32,H,Ayurveda,200,562
3918,Otro,56,H,ENT Specialist,600,357
3919,Medico,58,H,General Medicine,500,531
3920,Especialista,65,H,General Medicine,700,1026
3921,Clinica,70,H,ENT Specialist,200,336
3922,Hospital,48,H,General Medicine,300,1039
3923,ONG,69,H,Homeopath,200,109
3924,Otro,63,H,Dentist,300,464
3925,Medico,50,H,Dentist,500,528
3926,Especialista,44,H,Dentist,500,89
3927,Clinica,70,H,Dermatologists,200,345
3928,Hospital,37,H,Dentist,600,1044
3929,ONG,58,H,Ayurveda,1000,302
3930,Otro,57,H,ENT Specialist,300,469
3931,Medico,66,H,Dentist,500,59
3932,Especialista,35,H,Dermatologists,500,397
3933,Clinica,39,H,Dermatologists,1000,378
3934,Hospital,41,H,General Medicine,300,5010
3935,ONG,51,H,ENT Specialist,650,517
3936,Otro,49,H,Dermatologists,250,10910
3937,Medico,59,H,General Medicine,1000,66
3938,Especialista,60,H,ENT Specialist,500,264
3939,Clinica,51,H,Ayurveda,600,4010
3940,Hospital,56,H,Ayurveda,250,270
3941,ONG,43,H,Dentist,200,10100
3942,Otro,56,H,ENT Specialist,1000,488
3943,Medico,42,H,Dermatologists,1000,374
3944,Especialista,57,H,General Medicine,200,242
3945,Clinica,42,H,Dentist,300,209
3946,Hospital,47,H,Homeopath,350,1096
3947,ONG,56,H,ENT Specialist,250,316
3948,Otro,45,H,Homeopath,200,4
3949,Medico,33,H,Dermatologists,450,334
3950,Especialista,31,H,General Medicine,500,1021
3951,Clinica,56,H,Dentist,300,1077
3952,Hospital,56,H,Homeopath,1000,476
3953,ONG,48,H,Dentist,1000,464
3954,Otro,50,H,Ayurveda,300,1072
3955,Medico,35,H,Homeopath,50,1096
3956,Especialista,43,H,Dentist,250,484
3957,Clinica,51,H,ENT Specialist,1000,562
3958,Hospital,55,H,Dermatologists,500,59
3959,ONG,56,H,ENT Specialist,800,590
3960,Otro,45,H,General Medicine,500,599
3961,Medico,65,H,Dentist,1000,503
3962,Especialista,60,H,General Medicine,500,1023
3963,Clinica,50,H,Dentist,800,553
3964,Hospital,40,H,ENT Specialist,200,21
3965,ONG,66,H,ENT Specialist,700,5910
3966,Otro,32,H,ENT Specialist,400,10109
3967,Medico,55,H,General Medicine,650,415
3968,Especialista,62,H,General Medicine,200,234
3969,Clinica,40,H,General Medicine,800,370
3970,Hospital,62,H,Ayurveda,1000,52
3971,ONG,44,H,Dentist,600,206
3972,Otro,65,H,Dermatologists,1000,348
3973,Medico,51,H,Dentist,300,589
3974,Especialista,43,H,General Medicine,250,241
3975,Clinica,70,H,Dentist,400,307
3976,Hospital,49,H,General Medicine,1000,460
3977,ONG,59,H,General Medicine,1025,1003
3978,Otro,30,H,Homeopath,400,592
3979,Medico,33,H,Dentist,1000,1000
3980,Especialista,52,H,Dentist,1000,1046
3981,Clinica,65,H,General Medicine,250,294
3982,Hospital,59,H,General Medicine,800,327
3983,ONG,66,H,Homeopath,70,213
3984,Otro,48,H,Dentist,1000,57
3985,Medico,34,H,Homeopath,1000,26
3986,Especialista,43,H,Homeopath,500,560
3987,Clinica,56,H,Dentist,700,1077
3988,Hospital,44,H,Homeopath,200,495
3989,ONG,39,H,Ayurveda,300,242
3990,Otro,30,H,Dermatologists,200,1099
3991,Medico,44,H,General Medicine,300,282
3992,Especialista,69,H,Ayurveda,200,1065
3993,Clinica,48,H,General Medicine,1000,433
3994,Hospital,31,H,Dentist,200,226
3995,ONG,37,H,Dentist,1000,336
3996,Otro,49,H,Homeopath,400,5710
3997,Medico,34,H,Ayurveda,1000,452
3998,Especialista,32,H,Dermatologists,200,10108
3999,Clinica,30,H,Dentist,1000,1060
4000,Hospital,64,H,Dentist,300,218
4001,ONG,52,H,Dentist,1000,370
4002,Otro,59,H,ENT Specialist,250,316
4003,Medico,54,H,Ayurveda,400,452
4004,Especialista,35,H,Dermatologists,1000,109
4005,Clinica,45,H,Dentist,1000,37
4006,Hospital,61,H,General Medicine,300,495
4007,ONG,31,H,ENT Specialist,1000,57
4008,Otro,64,H,General Medicine,500,55
4009,Medico,60,H,Homeopath,400,224
4010,Especialista,45,H,ENT Specialist,500,1047
4011,Clinica,30,H,Ayurveda,1000,413
4012,Hospital,31,H,Dentist,200,245
4013,ONG,39,H,Dermatologists,500,535
4014,Otro,30,H,General Medicine,300,5110
4015,Medico,55,H,Dermatologists,350,49
4016,Especialista,65,H,ENT Specialist,750,236
4017,Clinica,68,H,Homeopath,200,390
4018,Hospital,50,H,Ayurveda,300,207
4019,ONG,43,H,Dermatologists,1050,1085
4020,Otro,45,H,Dermatologists,700,402
4021,Medico,61,H,General Medicine,400,2010
4022,Especialista,46,H,Dermatologists,200,1077
4023,Clinica,63,H,Dentist,400,263
4024,Hospital,58,H,Homeopath,200,250
4025,ONG,43,H,Homeopath,300,2
4026,Otro,66,H,General Medicine,300,28
4027,Medico,33,H,Dentist,300,578
4028,Especialista,62,H,Ayurveda,300,64
4029,Clinica,40,H,Dentist,250,89
4030,Hospital,35,H,Ayurveda,200,3910
4031,ONG,54,H,General Medicine,1000,1035
4032,Otro,56,H,ENT Specialist,500,1021
4033,Medico,51,H,Homeopath,500,578
4034,Especialista,35,H,Homeopath,200,88
4035,Clinica,61,H,General Medicine,300,422
4036,Hospital,57,H,Dentist,300,810
4037,ONG,69,H,ENT Specialist,200,389
4038,Otro,46,H,Homeopath,300,52
4039,Medico,70,H,General Medicine,500,409
4040,Especialista,34,H,General Medicine,1050,442
4041,Clinica,62,H,ENT Specialist,900,370
4042,Hospital,38,H,General Medicine,400,321
4043,ONG,61,H,ENT Specialist,600,357
4044,Otro,69,H,Homeopath,800,231
4045,Medico,63,H,ENT Specialist,300,585
4046,Especialista,61,H,Ayurveda,1000,437
4047,Clinica,67,H,ENT Specialist,1050,396
4048,Hospital,30,H,Dentist,500,543
4049,ONG,51,H,General Medicine,200,1075
4050,Otro,62,H,General Medicine,1000,1044
4051,Medico,34,H,Ayurveda,200,594
4052,Especialista,61,H,Dermatologists,500,274
4053,Clinica,35,H,Dentist,600,1058
4054,Hospital,52,H,Ayurveda,1050,10710
4055,ONG,58,H,ENT Specialist,300,542
4056,Otro,45,H,General Medicine,500,516
4057,Medico,43,H,General Medicine,300,4
4058,Especialista,33,H,Dermatologists,200,1067
4059,Clinica,55,H,Homeopath,200,231
4060,Hospital,35,H,General Medicine,200,1093
4061,ONG,43,H,Dermatologists,400,1042
4062,Otro,61,H,General Medicine,500,342
4063,Medico,57,H,Homeopath,1000,306
4064,Especialista,53,H,General Medicine,500,458
4065,Clinica,39,H,Homeopath,300,287
4066,Hospital,40,H,Dentist,1050,28
4067,ONG,38,H,Dentist,200,4010
4068,Otro,45,H,Dermatologists,200,516
4069,Medico,52,H,Dermatologists,500,344
4070,Especialista,45,H,Homeopath,500,308
4071,Clinica,47,H,ENT Specialist,200,1049
4072,Hospital,33,H,ENT Specialist,1000,376
4073,ONG,49,H,Homeopath,450,322
4074,Otro,63,H,Dentist,700,268
4075,Medico,30,H,Dentist,300,338
4076,Especialista,37,H,Homeopath,300,63
4077,Clinica,69,H,General Medicine,400,89
4078,Hospital,37,H,Ayurveda,50,385
4079,ONG,69,H,General Medicine,50,478
4080,Otro,65,H,Dentist,800,39
4081,Medico,41,H,Ayurveda,200,1087
4082,Especialista,57,H,Dentist,1000,523
4083,Clinica,34,H,Ayurveda,200,5110
4084,Hospital,53,H,Dentist,250,99
4085,ONG,47,H,General Medicine,1000,215
4086,Otro,57,H,Homeopath,400,259
4087,Medico,39,H,ENT Specialist,200,331
4088,Especialista,57,H,Dermatologists,400,456
4089,Clinica,52,H,ENT Specialist,300,99
4090,Hospital,53,H,Dentist,300,466
4091,ONG,66,H,Dermatologists,600,570
4092,Otro,30,H,Dentist,500,320
4093,Medico,30,H,Dermatologists,300,390
4094,Especialista,70,H,Dentist,400,64
4095,Clinica,31,H,Dermatologists,300,80
4096,Hospital,47,H,Dentist,700,5010
4097,ONG,34,H,Dermatologists,200,270
4098,Otro,51,H,General Medicine,500,223
4099,Medico,44,H,General Medicine,1050,34
4100,Especialista,48,H,General Medicine,600,104
4101,Clinica,55,H,Ayurveda,400,468
4102,Hospital,47,H,General Medicine,80,586
4103,ONG,31,H,Dentist,400,495
4104,Otro,56,H,General Medicine,200,5
4105,Medico,31,H,Dentist,400,65
4106,Especialista,40,H,Ayurveda,700,2010
4107,Clinica,45,H,Ayurveda,50,1080
4108,Hospital,35,H,Dermatologists,400,1002
4109,ONG,59,H,Homeopath,200,349
4110,Otro,46,H,Dermatologists,450,434
4111,Medico,41,H,Dentist,800,541
4112,Especialista,62,H,Dentist,200,358
4113,Clinica,48,H,Dentist,1000,536
4114,Hospital,31,H,Dentist,200,251
4115,ONG,56,H,Dentist,200,469
4116,Otro,53,H,Ayurveda,1050,482
4117,Medico,53,H,Homeopath,300,243
4118,Especialista,66,H,Ayurveda,450,46
4119,Clinica,68,H,Dentist,200,1036
4120,Hospital,35,H,Homeopath,200,446
4121,ONG,37,H,Ayurveda,200,107
4122,Otro,45,H,ENT Specialist,50,534
4123,Medico,69,H,General Medicine,1000,10100
4124,Especialista,61,H,ENT Specialist,500,1008
4125,Clinica,44,H,ENT Specialist,250,70
4126,Hospital,51,H,Dermatologists,600,213
4127,ONG,32,H,Ayurveda,500,379
4128,Otro,66,H,Dermatologists,200,0
4129,Medico,40,H,ENT Specialist,300,10
4130,Especialista,48,H,ENT Specialist,600,35
4131,Clinica,54,H,General Medicine,300,400
4132,Hospital,32,H,Dentist,200,577
4133,ONG,34,H,Homeopath,500,352
4134,Otro,41,H,Ayurveda,300,370
4135,Medico,48,H,ENT Specialist,500,810
4136,Especialista,39,H,Dentist,400,577
4137,Clinica,32,H,Dentist,200,231
4138,Hospital,50,H,General Medicine,1000,296
4139,ONG,66,H,Dentist,1000,230
4140,Otro,56,H,Homeopath,200,394
4141,Medico,51,H,Dermatologists,1000,580
4142,Especialista,31,H,Ayurveda,300,264
4143,Clinica,52,H,Ayurveda,250,99
4144,Hospital,40,H,Ayurveda,1000,341
4145,ONG,69,H,General Medicine,300,570
4146,Otro,62,H,Homeopath,1000,1067
4147,Medico,49,H,Dentist,200,498
4148,Especialista,70,H,ENT Specialist,800,5
4149,Clinica,47,H,Dermatologists,500,298
4150,Hospital,31,H,Homeopath,800,561
4151,ONG,31,H,Dentist,400,424
4152,Otro,55,H,Dermatologists,1000,95
4153,Medico,34,H,Homeopath,600,597
4154,Especialista,54,H,Homeopath,1000,51
4155,Clinica,69,H,General Medicine,200,267
4156,Hospital,52,H,Dentist,400,392
4157,ONG,35,H,General Medicine,250,257
4158,Otro,66,H,Ayurveda,1000,468
4159,Medico,41,H,Dentist,1050,5010
4160,Especialista,70,H,ENT Specialist,500,427
4161,Clinica,30,H,Ayurveda,300,520
4162,Hospital,68,H,Dermatologists,300,23
4163,ONG,53,H,Dermatologists,600,409
4164,Otro,41,H,General Medicine,200,83
4165,Medico,47,H,Dentist,200,378
4166,Especialista,47,H,General Medicine,200,1083
4167,Clinica,56,H,Ayurveda,400,58
4168,Hospital,65,H,Ayurveda,1000,383
4169,ONG,61,H,Dermatologists,500,251
4170,Otro,37,H,Dentist,700,1092
4171,Medico,32,H,Dentist,1000,0
4172,Especialista,42,H,General Medicine,200,289
4173,Clinica,63,H,General Medicine,600,596
4174,Hospital,65,H,General Medicine,1000,304
4175,ONG,68,H,Dentist,1000,236
4176,Otro,48,H,General Medicine,1000,533
4177,Medico,42,H,General Medicine,400,422
4178,Especialista,58,H,Dentist,1000,463
4179,Clinica,60,H,General Medicine,1000,1024
4180,Hospital,36,H,Dermatologists,200,240
4181,ONG,55,H,General Medicine,400,405
4182,Otro,53,H,Dermatologists,1000,342
4183,Medico,51,H,ENT Specialist,600,575
4184,Especialista,68,H,General Medicine,400,541
4185,Clinica,31,H,Ayurveda,400,399
4186,Hospital,44,H,Homeopath,200,1032
4187,ONG,37,H,Homeopath,500,272
4188,Otro,40,H,Dentist,200,1072
4189,Medico,65,H,General Medicine,500,251
4190,Especialista,33,H,Ayurveda,600,551
4191,Clinica,58,H,Dermatologists,1050,303
4192,Hospital,31,H,General Medicine,1000,283
4193,ONG,36,H,Dentist,500,298
4194,Otro,47,H,Dentist,200,550
4195,Medico,46,H,Homeopath,200,50
4196,Especialista,46,H,Homeopath,500,458
4197,Clinica,57,H,Dentist,800,547
4198,Hospital,54,H,Homeopath,1000,55
4199,ONG,43,H,Dermatologists,250,530
4200,Otro,37,H,Ayurveda,500,215
4201,Medico,43,H,ENT Specialist,1000,26
4202,Especialista,30,H,General Medicine,200,1066
4203,Clinica,39,H,Ayurveda,700,436
4204,Hospital,39,H,General Medicine,500,573
4205,ONG,65,H,Ayurveda,300,572
4206,Otro,52,H,Dermatologists,250,32
4207,Medico,69,H,Ayurveda,300,566
4208,Especialista,37,H,Ayurveda,1000,8
4209,Clinica,58,H,Ayurveda,500,368
4210,Hospital,46,H,ENT Specialist,1000,390
4211,ONG,67,H,General Medicine,350,1088
4212,Otro,38,H,General Medicine,300,316
4213,Medico,38,H,Dentist,200,559
4214,Especialista,36,H,Dermatologists,500,585
4215,Clinica,53,H,ENT Specialist,400,43
4216,Hospital,39,H,General Medicine,300,205
4217,ONG,33,H,Dermatologists,500,517
4218,Otro,60,H,Dermatologists,700,317
4219,Medico,47,H,ENT Specialist,350,303
4220,Especialista,37,H,ENT Specialist,800,275
4221,Clinica,55,H,ENT Specialist,300,4810
4222,Hospital,41,H,Ayurveda,500,83
4223,ONG,68,H,General Medicine,1000,1051
4224,Otro,37,H,Dentist,1000,1052
4225,Medico,51,H,Dermatologists,200,74
4226,Especialista,33,H,General Medicine,200,446
4227,Clinica,65,H,Homeopath,250,347
4228,Hospital,34,H,General Medicine,1000,1049
4229,ONG,61,H,Dentist,500,205
4230,Otro,53,H,Dermatologists,200,256
4231,Medico,69,H,Ayurveda,500,1083
4232,Especialista,53,H,Ayurveda,1000,1059
4233,Clinica,36,H,General Medicine,300,489
4234,Hospital,42,H,Dermatologists,200,593
4235,ONG,50,H,General Medicine,300,10104
4236,Otro,33,H,ENT Specialist,300,217
4237,Medico,68,H,Dermatologists,450,580
4238,Especialista,46,H,Dermatologists,1000,27
4239,Clinica,43,H,Homeopath,300,550
4240,Hospital,40,H,ENT Specialist,50,282
4241,ONG,62,H,Dentist,400,351
4242,Otro,51,H,Dermatologists,500,428
4243,Medico,56,H,Dentist,500,592
4244,Especialista,65,H,Ayurveda,1000,432
4245,Clinica,51,H,Homeopath,250,367
4246,Hospital,47,H,General Medicine,250,5010
4247,ONG,68,H,Homeopath,400,550
4248,Otro,50,H,Homeopath,700,464
4249,Medico,46,H,Dentist,500,566
4250,Especialista,40,H,Dermatologists,400,105
4251,Clinica,31,H,General Medicine,1000,473
4252,Hospital,35,H,General Medicine,1000,444
4253,ONG,36,H,Dermatologists,1000,4110
4254,Otro,33,H,Dentist,300,1061
4255,Medico,70,H,General Medicine,500,263
4256,Especialista,30,H,Ayurveda,300,79
4257,Clinica,45,H,General Medicine,500,6
4258,Hospital,49,H,Dentist,1000,209
4259,ONG,30,H,Dentist,300,90
4260,Otro,57,H,Ayurveda,400,425
4261,Medico,44,H,Dermatologists,200,2710
4262,Especialista,45,H,Dentist,400,469
4263,Clinica,67,H,Homeopath,300,466
4264,Hospital,32,H,Dermatologists,500,22
4265,ONG,48,H,General Medicine,500,10108
4266,Otro,56,H,General Medicine,300,1021
4267,Medico,59,H,Homeopath,400,90
4268,Especialista,33,H,Dentist,450,487
